copyright	zengfr	site:http://github.com/zengfr/romhack
spr;FFFF90B4; 1; 0; 0; 0; 0;   4;   2;       0;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF9234; 1; 2; 0; 0; 0;   4;   2;   28270;       0;   28102;a0:   2827A; 74C;8000;     402;  5C	
spr;FFFF9234; 1; 2; 0; 0; 0;   4;   2;   2827A;       0;   28102;a0:   28284; 750;8000;     402;   0	
spr;FFFF9234; 1; 2; 0; 0; 0;   4;   2;   28284;       0;   28102;a0:   2828E; 754;8000;     402;   0	
spr;FFFF9234; 1; 2; 0; 0; 0;   4;   2;   2828E;       0;   28102;a0:   28298;2170;8000;     402;   0	
spr;FFFF9234; 1; 2; 0; 0; 0;   4;   2;   28298;       0;   28102;a0:   282A2;2174;8000;     402;   0	
spr;FFFF9234; 1; 2; 0; 0; 0;   4;   2;   282A2;       0;   28102;a0:   282AC;2178;8000;     482;   0	
spr;FFFF92F4; 1; 0; 0; 0; 0;   4;   2;       0;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF92F4; 1; 0; 0; 0; 0;   4;   2;   28234;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF92F4; 1; 0; 0; 0; 0;  20;   0;       0;       0;   2A00A;a0:   2A010;334C;8000;      8A;  C1	
spr;FFFF92F4; 1; 0; 0; 0; 0;  28;   4;   28234;       0;   2A49C;a0:   2A4B2;3484;8000;     401;  C2	
spr;FFFF92F4; 1; 2; 0; 0; 0;   4;   2;   28234;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF92F4; 1; 2; 0; 0; 0;   4;   2;   28234;       0;   28102;a0:   2823E; 734;8000;     402;  5A	
spr;FFFF92F4; 1; 2; 0; 0; 0;   4;   2;   2823E;       0;   28102;a0:   28248; 738;8000;     402;  5A	
spr;FFFF92F4; 1; 2; 0; 0; 0;   4;   2;   28248;       0;   28102;a0:   28252; 73C;8000;     402;  5B	
spr;FFFF92F4; 1; 2; 0; 0; 0;   4;   2;   28252;       0;   28102;a0:   2825C; 740;8000;     402;  5B	
spr;FFFF92F4; 1; 2; 0; 0; 0;   4;   2;   2825C;       0;   28102;a0:   28266; 744;8000;     402;  5B	
spr;FFFF92F4; 1; 2; 0; 0; 0;   4;   2;   28266;       0;   28102;a0:   28270; 748;8000;     402;  5C	
spr;FFFF92F4; 1; 2; 0; 0; 0;   4;   2;   28270;       0;   28102;a0:   2827A; 74C;8000;     402;  5C	
spr;FFFF92F4; 1; 2; 0; 0; 0;   4;   2;   2827A;       0;   28102;a0:   28284; 750;8000;     402;   0	
spr;FFFF92F4; 1; 2; 0; 0; 0;   4;   2;   28284;       0;   28102;a0:   2828E; 754;8000;     402;   0	
spr;FFFF92F4; 1; 2; 0; 0; 0;   4;   2;   2828E;       0;   28102;a0:   28298;2170;8000;     402;   0	
spr;FFFF92F4; 1; 2; 0; 0; 0;   4;   2;   28298;       0;   28102;a0:   282A2;2174;8000;     402;   0	
spr;FFFF92F4; 1; 2; 0; 0; 0;   4;   2;   282A2;       0;   28102;a0:   282AC;2178;8000;     482;   0	
spr;FFFF92F4; 1; 2; 0; 0; 0;  28;   4;   2A4A8;       0;   2A49C;a0:   2A4A8;2168;8000;     401;  C2	
spr;FFFF92F4; 1; 2; 0; 0; 0;  28;   4;   2A4A8;       0;   2A49C;a0:   2A4B2;3484;8000;     401;  C2	
spr;FFFF92F4; 1; 2; 0; 0; 0;  28;   4;   2A4B2;       0;   2A49C;a0:   2A4BC;348C;8000;     401;  C2	
spr;FFFF92F4; 1; 2; 0; 0; 0;  28;   4;   2A4BC;       0;   2A49C;a0:   2A4C6;3488;8000;     481;  C2	
spr;FFFF93B4; 1; 0; 0; 0; 0;   0;   4;   2A4C6;       0;   26A3C;a0:   26BA6;1CF4;8000;      28;  A2	
spr;FFFF93B4; 1; 0; 0; 0; 0;   4;   0;   28BDA;   28BDA;   28102;a0:   28192; 5E8;8000;     402;   0	
spr;FFFF93B4; 1; 0; 0; 0; 0;   4;   2;   2A010;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF93B4; 1; 0; 0; 0; 0;  20;   0;       0;       0;   2A00A;a0:   2A010;334C;8000;      8A;  C1	
spr;FFFF93B4; 1; 0; 0; 0; 0;  20;   0;   28192;   28BDA;   2A00A;a0:   2A010;334C;8000;      8A;  C1	
spr;FFFF93B4; 1; 0; 0; 0; 0;  28;   0;       0;       0;   2A49C;a0:   2A4A8;2168;8000;     401;  C2	
spr;FFFF93B4; 1; 0; 0; 2; 0;  10;   5;   26BA6;       0;   28B54;a0:   28BDA;2988;8000;      8A;  BE	
spr;FFFF93B4; 1; 0; 2; 2; 0;  10;   5;   28BDA;   28BDA;   28B54;a0:   28BDA;2988;8000;      8A;  BE	
spr;FFFF93B4; 1; 2; 0; 0; 0;   0;   4;   26BA6;       0;   26A3C;a0:   26BA6;1CF4;8000;      28;  A2	
spr;FFFF93B4; 1; 2; 0; 0; 0;   0;   4;   26BA6;       0;   26A3C;a0:   26BB0;1CF4;8000; 1000085;  A2	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   0;   28192;   28BDA;   28102;a0:   28192; 5E8;8000;     402;   0	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   0;   28192;   28BDA;   28102;a0:   2819C; 5EC;8000;     402;  5D	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   0;   2819C;   28BDA;   28102;a0:   281A6; 5F0;8000;     402;  5D	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   0;   281A6;   28BDA;   28102;a0:   281B0; 5F4;8000;     402;  5E	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   0;   281B0;   28BDA;   28102;a0:   281BA; 5F8;8000;     402;  5E	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   0;   281BA;   28BDA;   28102;a0:   281C4; 5FC;8000;     402;  5E	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   0;   281C4;   28BDA;   28102;a0:   281CE; 600;8000;     402;  5F	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   0;   281CE;   28BDA;   28102;a0:   281D8; 604;8000;     402;  5F	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   0;   281D8;   28BDA;   28102;a0:   281E2; 608;8000;     403;   0	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   0;   281E2;   28BDA;   28102;a0:   281EC; 60C;8000;     404;   0	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   0;   281EC;   28BDA;   28102;a0:   281F6; 610;8000;     405;   0	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   0;   281F6;   28BDA;   28102;a0:   28200; 614;8000;     406;   0	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   0;   28200;   28BDA;   28102;a0:   2820A; 618;8000;     407;   0	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   0;   2820A;   28BDA;   28102;a0:   28214; 61C;8000;     408;   0	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   0;   28214;   28BDA;   28102;a0:   2821E; 620;8000;     408;   0	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   0;   2821E;   28BDA;   28102;a0:   28228; 624;8000;     48A;   0	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   2;   28234;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   2;   28234;       0;   28102;a0:   2823E; 734;8000;     402;  5A	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   2;   2823E;       0;   28102;a0:   28248; 738;8000;     402;  5A	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   2;   28248;       0;   28102;a0:   28252; 73C;8000;     402;  5B	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   2;   28252;       0;   28102;a0:   2825C; 740;8000;     402;  5B	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   2;   2825C;       0;   28102;a0:   28266; 744;8000;     402;  5B	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   2;   28266;       0;   28102;a0:   28270; 748;8000;     402;  5C	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   2;   28270;       0;   28102;a0:   2827A; 74C;8000;     402;  5C	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   2;   2827A;       0;   28102;a0:   28284; 750;8000;     402;   0	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   2;   28284;       0;   28102;a0:   2828E; 754;8000;     402;   0	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   2;   2828E;       0;   28102;a0:   28298;2170;8000;     402;   0	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   2;   28298;       0;   28102;a0:   282A2;2174;8000;     402;   0	
spr;FFFF93B4; 1; 2; 0; 0; 0;   4;   2;   282A2;       0;   28102;a0:   282AC;2178;8000;     482;   0	
spr;FFFF93B4; 1; 2; 0; 0; 0;  10;   5;   28BDA;   28BDA;   28B54;a0:   28BDA;2988;8000;      8A;  BE	
spr;FFFF93B4; 1; 2; 0; 0; 0;  28;   0;   2A4A8;       0;   2A49C;a0:   2A4A8;2168;8000;     401;  C2	
spr;FFFF93B4; 1; 2; 0; 0; 0;  28;   0;   2A4A8;       0;   2A49C;a0:   2A4B2;3484;8000;     401;  C2	
spr;FFFF93B4; 1; 2; 0; 0; 0;  28;   0;   2A4B2;       0;   2A49C;a0:   2A4BC;348C;8000;     401;  C2	
spr;FFFF93B4; 1; 2; 0; 0; 0;  28;   0;   2A4BC;       0;   2A49C;a0:   2A4C6;3488;8000;     481;  C2	
spr;FFFF9474; 1; 0; 0; 0; 0;   4;   2;       0;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF9474; 1; 0; 0; 0; 0;   4;   2;   28234;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF9474; 1; 0; 0; 0; 0;   4;   2;   2A01C;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF9474; 1; 0; 0; 0; 0;  20;   0;   2A4B2;       0;   2A00A;a0:   2A01C;3350;8000;      8A;  C1	
spr;FFFF9474; 1; 0; 0; 0; 0;  28;   1;       0;       0;   2A49C;a0:   2A4C6;3488;8000;     481;  C2	
spr;FFFF9474; 1; 0; 0; 0; 0;  28;   3;   28234;       0;   2A49C;a0:   2A4C6;3488;8000;     481;  C2	
spr;FFFF9474; 1; 0; 0; 2; 0;   0;   2;       0;       0;   268BC;a0:   26A26;1CCC;8000;      28;  A1	
spr;FFFF9474; 1; 0; 0; 2; 0;   0;   2;   26A26;       0;   268BC;a0:   26984;1964;8000;     401;  AE	
spr;FFFF9474; 1; 0; 2; 2; 0;   0;   2;   26984;       0;   268BC;a0:   26984;1964;8000;     401;  AE	
spr;FFFF9474; 1; 0; 2; 2; 0;   0;   2;   26984;       0;   268BC;a0:   2698E;1968;8000;     401;  AE	
spr;FFFF9474; 1; 0; 2; 2; 0;   0;   2;   2698E;       0;   268BC;a0:   26998;196C;8000;     401;  AE	
spr;FFFF9474; 1; 0; 2; 2; 0;   0;   2;   26998;       0;   268BC;a0:   269A2;1970;8000;     401;  AE	
spr;FFFF9474; 1; 0; 2; 2; 0;   0;   2;   269A2;       0;   268BC;a0:   269AC;1974;8000;     401;  AE	
spr;FFFF9474; 1; 0; 2; 2; 0;   0;   2;   269AC;       0;   268BC;a0:   269B6;1978;8000;     401;  AE	
spr;FFFF9474; 1; 0; 2; 2; 0;   0;   2;   269B6;       0;   268BC;a0:   269C0;197C;8000;     401;  AE	
spr;FFFF9474; 1; 0; 2; 2; 0;   0;   2;   269C0;       0;   268BC;a0:   269CA;1980;8000;     401;  AE	
spr;FFFF9474; 1; 0; 2; 2; 0;   0;   2;   269CA;       0;   268BC;a0:   269D4;2EA0;8000;     401;  AE	
spr;FFFF9474; 1; 0; 2; 2; 0;   0;   2;   269D4;       0;   268BC;a0:   269DE;2EA4;8000;     401;  AE	
spr;FFFF9474; 1; 0; 2; 2; 0;   0;   2;   269DE;       0;   268BC;a0:   269E8;2EA8;8000;     401;  AE	
spr;FFFF9474; 1; 0; 2; 2; 0;   0;   2;   269E8;       0;   268BC;a0:   269F2;2EAC;8000;     401;  AE	
spr;FFFF9474; 1; 0; 2; 2; 0;   0;   2;   269F2;       0;   268BC;a0:   269FC;2EB0;8000;     401;  AE	
spr;FFFF9474; 1; 0; 2; 2; 0;   0;   2;   269F2;       0;   268BC;a0:   26A26;1CCC;8000;      28;  A1	
spr;FFFF9474; 1; 0; 2; 2; 0;   0;   2;   269FC;       0;   268BC;a0:   26A06;2EB4;8000;     401;  AE	
spr;FFFF9474; 1; 0; 2; 2; 0;   0;   2;   26A06;       0;   268BC;a0:   26A10;2EB8;8000;     401;  AE	
spr;FFFF9474; 1; 0; 2; 2; 0;   0;   2;   26A10;       0;   268BC;a0:   26A1A;2EBC;8000;     481;  AE	
spr;FFFF9474; 1; 2; 0; 0; 0;   0;   2;   26A26;       0;   268BC;a0:   26A26;1CCC;8000;      28;  A1	
spr;FFFF9474; 1; 2; 0; 0; 0;   0;   2;   26A26;       0;   268BC;a0:   26A30;1CCC;8000; 1000085;  A1	
spr;FFFF9474; 1; 2; 0; 0; 0;   4;   2;   28234;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF9474; 1; 2; 0; 0; 0;   4;   2;   28234;       0;   28102;a0:   2823E; 734;8000;     402;  5A	
spr;FFFF9474; 1; 2; 0; 0; 0;   4;   2;   2823E;       0;   28102;a0:   28248; 738;8000;     402;  5A	
spr;FFFF9474; 1; 2; 0; 0; 0;   4;   2;   28248;       0;   28102;a0:   28252; 73C;8000;     402;  5B	
spr;FFFF9474; 1; 2; 0; 0; 0;   4;   2;   28252;       0;   28102;a0:   2825C; 740;8000;     402;  5B	
spr;FFFF9474; 1; 2; 0; 0; 0;   4;   2;   2825C;       0;   28102;a0:   28266; 744;8000;     402;  5B	
spr;FFFF9474; 1; 2; 0; 0; 0;   4;   2;   28266;       0;   28102;a0:   28270; 748;8000;     402;  5C	
spr;FFFF9474; 1; 2; 0; 0; 0;   4;   2;   28270;       0;   28102;a0:   2827A; 74C;8000;     402;  5C	
spr;FFFF9474; 1; 2; 0; 0; 0;   4;   2;   2827A;       0;   28102;a0:   28284; 750;8000;     402;   0	
spr;FFFF9474; 1; 2; 0; 0; 0;   4;   2;   28284;       0;   28102;a0:   2828E; 754;8000;     402;   0	
spr;FFFF9474; 1; 2; 0; 0; 0;   4;   2;   2828E;       0;   28102;a0:   28298;2170;8000;     402;   0	
spr;FFFF9474; 1; 2; 0; 0; 0;   4;   2;   28298;       0;   28102;a0:   282A2;2174;8000;     402;   0	
spr;FFFF9474; 1; 2; 0; 0; 0;   4;   2;   282A2;       0;   28102;a0:   282AC;2178;8000;     482;   0	
spr;FFFF9474; 1; 2; 0; 0; 0;  28;   1;   2A4A8;       0;   2A49C;a0:   2A4A8;2168;8000;     401;  C2	
spr;FFFF9474; 1; 2; 0; 0; 0;  28;   1;   2A4A8;       0;   2A49C;a0:   2A4B2;3484;8000;     401;  C2	
spr;FFFF9474; 1; 2; 0; 0; 0;  28;   1;   2A4B2;       0;   2A49C;a0:   2A4BC;348C;8000;     401;  C2	
spr;FFFF9474; 1; 2; 0; 0; 0;  28;   1;   2A4BC;       0;   2A49C;a0:   2A4C6;3488;8000;     481;  C2	
spr;FFFF9474; 1; 2; 0; 0; 0;  28;   3;   2A4A8;       0;   2A49C;a0:   2A4A8;2168;8000;     401;  C2	
spr;FFFF9474; 1; 2; 0; 0; 0;  28;   3;   2A4A8;       0;   2A49C;a0:   2A4B2;3484;8000;     401;  C2	
spr;FFFF9474; 1; 2; 0; 0; 0;  28;   3;   2A4B2;       0;   2A49C;a0:   2A4BC;348C;8000;     401;  C2	
spr;FFFF9474; 1; 2; 0; 0; 0;  28;   3;   2A4BC;       0;   2A49C;a0:   2A4C6;3488;8000;     481;  C2	
spr;FFFF9534; 1; 0; 0; 0; 0;   0;   C;   29994;       0;   270FE;a0:   27268;1CE8;8000;      28;  A6	
spr;FFFF9534; 1; 0; 0; 0; 0;   0;  12;   29EB8;       0;   2757E;a0:   276E8;1CC4;8000;      28;  A9	
spr;FFFF9534; 1; 0; 0; 0; 0;   4;   0;   2893E;       0;   28102;a0:   28192; 5E8;8000;     402;   0	
spr;FFFF9534; 1; 0; 0; 0; 0;   4;   2;       0;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF9534; 1; 0; 0; 0; 0;   4;   2;   28234;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF9534; 1; 0; 0; 0; 0;   4;   2;   2A01C;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF9534; 1; 0; 0; 0; 0;   C;   0;   2893E;       0;   28904;a0:   2896A;213C;8000;     48A;  C0	
spr;FFFF9534; 1; 0; 0; 0; 0;   C;   0;   2A4B2;       0;   28904;a0:   2896A;213C;8000;     48A;  C0	
spr;FFFF9534; 1; 0; 0; 0; 0;  14;   2;       0;       0;   2998C;a0:   29994;1D10;8000;      8A;8384	
spr;FFFF9534; 1; 0; 0; 0; 0;  1C;   0;   27268;       0;   29EB4;a0:   29EB8;2150;8000;     48A;  C1	
spr;FFFF9534; 1; 0; 0; 0; 0;  1C;   0;   28234;       0;   29EB4;a0:   29EB8;2150;8000;     48A;  C1	
spr;FFFF9534; 1; 0; 0; 0; 0;  1C;   0;   29EB8;       0;   29EB4;a0:   29EB8;2150;8000;     48A;  C1	
spr;FFFF9534; 1; 0; 0; 0; 0;  20;   0;   28192;       0;   2A00A;a0:   2A01C;3350;8000;      8A;  C1	
spr;FFFF9534; 1; 0; 0; 0; 0;  20;   0;   28234;       0;   2A00A;a0:   2A01C;3350;8000;      8A;  C1	
spr;FFFF9534; 1; 0; 0; 0; 0;  20;   0;   2A4BC;       0;   2A00A;a0:   2A010;334C;8000;      8A;  C1	
spr;FFFF9534; 1; 0; 0; 0; 0;  28;   0;   2A010;       0;   2A49C;a0:   2A4BC;348C;8000;     401;  C2	
spr;FFFF9534; 1; 0; 0; 0; 0;  28;   2;       0;       0;   2A49C;a0:   2A4BC;348C;8000;     401;  C2	
spr;FFFF9534; 1; 2; 0; 0; 0;   0;   C;   27248;       0;   270FE;a0:   27268;1CE8;8000;      28;  A6	
spr;FFFF9534; 1; 2; 0; 0; 0;   0;   C;   27268;       0;   270FE;a0:   27268;1CE8;8000;      28;  A6	
spr;FFFF9534; 1; 2; 0; 0; 0;   0;   C;   27268;       0;   270FE;a0:   27272;1CE8;8000; 1000085;  A6	
spr;FFFF9534; 1; 2; 0; 0; 0;   0;  12;   276E8;       0;   2757E;a0:   276E8;1CC4;8000;      28;  A9	
spr;FFFF9534; 1; 2; 0; 0; 0;   0;  12;   276E8;       0;   2757E;a0:   276F2;1CC4;8000; 1000085;  A9	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   0;   28192;       0;   28102;a0:   28192; 5E8;8000;     402;   0	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   0;   28192;       0;   28102;a0:   2819C; 5EC;8000;     402;  5D	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   0;   2819C;       0;   28102;a0:   281A6; 5F0;8000;     402;  5D	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   0;   281A6;       0;   28102;a0:   281B0; 5F4;8000;     402;  5E	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   0;   281B0;       0;   28102;a0:   281BA; 5F8;8000;     402;  5E	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   0;   281BA;       0;   28102;a0:   281C4; 5FC;8000;     402;  5E	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   0;   281C4;       0;   28102;a0:   281CE; 600;8000;     402;  5F	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   0;   281CE;       0;   28102;a0:   281D8; 604;8000;     402;  5F	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   0;   281D8;       0;   28102;a0:   281E2; 608;8000;     403;   0	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   0;   281E2;       0;   28102;a0:   281EC; 60C;8000;     404;   0	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   0;   281EC;       0;   28102;a0:   281F6; 610;8000;     405;   0	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   0;   281F6;       0;   28102;a0:   28200; 614;8000;     406;   0	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   0;   28200;       0;   28102;a0:   2820A; 618;8000;     407;   0	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   0;   2820A;       0;   28102;a0:   28214; 61C;8000;     408;   0	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   0;   28214;       0;   28102;a0:   2821E; 620;8000;     408;   0	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   0;   2821E;       0;   28102;a0:   28228; 624;8000;     48A;   0	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   2;   28234;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   2;   28234;       0;   28102;a0:   2823E; 734;8000;     402;  5A	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   2;   2823E;       0;   28102;a0:   28248; 738;8000;     402;  5A	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   2;   28248;       0;   28102;a0:   28252; 73C;8000;     402;  5B	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   2;   28252;       0;   28102;a0:   2825C; 740;8000;     402;  5B	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   2;   2825C;       0;   28102;a0:   28266; 744;8000;     402;  5B	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   2;   28266;       0;   28102;a0:   28270; 748;8000;     402;  5C	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   2;   28270;       0;   28102;a0:   2827A; 74C;8000;     402;  5C	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   2;   2827A;       0;   28102;a0:   28284; 750;8000;     402;   0	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   2;   28284;       0;   28102;a0:   2828E; 754;8000;     402;   0	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   2;   2828E;       0;   28102;a0:   28298;2170;8000;     402;   0	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   2;   28298;       0;   28102;a0:   282A2;2174;8000;     402;   0	
spr;FFFF9534; 1; 2; 0; 0; 0;   4;   2;   282A2;       0;   28102;a0:   282AC;2178;8000;     482;   0	
spr;FFFF9534; 1; 2; 0; 0; 0;   C;   0;   2896A;       0;   28904;a0:   2896A;213C;8000;     48A;  C0	
spr;FFFF9534; 1; 2; 0; 0; 0;  28;   0;   2A4A8;       0;   2A49C;a0:   2A4A8;2168;8000;     401;  C2	
spr;FFFF9534; 1; 2; 0; 0; 0;  28;   0;   2A4A8;       0;   2A49C;a0:   2A4B2;3484;8000;     401;  C2	
spr;FFFF9534; 1; 2; 0; 0; 0;  28;   0;   2A4B2;       0;   2A49C;a0:   2A4BC;348C;8000;     401;  C2	
spr;FFFF9534; 1; 2; 0; 0; 0;  28;   0;   2A4BC;       0;   2A49C;a0:   2A4C6;3488;8000;     481;  C2	
