copyright	zengfr	site:http://github.com/zengfr/romhack
a0,w@(a0+0),w@(a0+2),d@(a0+4),w@(a0+8),b@(a6+0),b@(a6+3),b@(a6+4),b@(a6+5),b@(a6+6),b@(a6+7),w@(a6+20),w@(a6+26),d@(a6+28),d@(a6+30),d@(a6+40);	
   2AC1C;335C;8000;      D0;   0; 2; 1; 2; 2; C; 0;   8; 202;   34BCA;       0;   34B90;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; 4; 0;   8;   2;   348FE;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; 4; 0;   8;   2;   3497A;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; 4; 0;   8;   2;   349F8;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; 4; 0;   8;   4;   348CC;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; 4; 0;   8;   4;   348E0;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; 4; 0;   8;   4;   348F4;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; 4; 0;   8;   4;   348FE;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; 4; 0;   8;   6;   348CC;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; 4; 0;   8;   6;   348E0;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; 4; 0;   8;   6;   348EA;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; 4; 0;   8;   A;   348D6;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; 4; 0;   8;   A;   348F4;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; 4; 0;   8;   A;   34A16;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; 4; 0;  6C;   0;   4DA38;       0;   4DA2A;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; 4; 0;  DC;   1;   57BC2;       0;   57BA4;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; 4; 0;  DC;   4;   57BB8;       0;   57BA4;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; A; 0;   8;   0;   348CC;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; A; 0;   8;   0;   348EA;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; A; 0;   8;   2;   2E856;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; A; 0;   8;   A;   34A0C;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; C; 0;   8;   0;   348CC;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; C; 0;   8;   0;   34A0C;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; C; 0;   8;   4;   348CC;       0;   34892;	
   2E7EC;264C;8000; 1000A01;5600; 2; 0; 2; 2; C; 0;   8;   A;   2E86A;       0;   34892;	
   2E7F6;2650;8000;     A07;   0; 2; 0; 2; 2; 4; 4;   8;   0;   2E7EC;       0;   34892;	
   2E7F6;2650;8000;     A07;   0; 2; 0; 2; 2; 4; 4;   8;   2;   2E7EC;       0;   34892;	
   2E7F6;2650;8000;     A07;   0; 2; 0; 2; 2; 4; 4;   8;   4;   2E7EC;       0;   34892;	
   2E7F6;2650;8000;     A07;   0; 2; 0; 2; 2; 4; 4;   8;   6;   2E7EC;       0;   34892;	
   2E7F6;2650;8000;     A07;   0; 2; 0; 2; 2; 4; 4;   8;   A;   2E7EC;       0;   34892;	
   2E7F6;2650;8000;     A07;   0; 2; 0; 2; 2; 4; 4;  6C;   0;   2E7EC;       0;   4DA2A;	
   2E7F6;2650;8000;     A07;   0; 2; 0; 2; 2; 4; 4;  DC;   1;   2E7EC;       0;   57BA4;	
   2E7F6;2650;8000;     A07;   0; 2; 0; 2; 2; A; 4;   8;   0;   2E7EC;       0;   34892;	
   2E7F6;2650;8000;     A07;   0; 2; 0; 2; 2; A; 4;   8;   2;   2E7EC;       0;   34892;	
   2E7F6;2650;8000;     A07;   0; 2; 0; 2; 2; A; 4;   8;   A;   2E7EC;       0;   34892;	
   2E7F6;2650;8000;     A07;   0; 2; 0; 2; 2; C; 4;   8;   0;   2E7EC;       0;   34892;	
   2E7F6;2650;8000;     A07;   0; 2; 0; 2; 2; C; 4;   8;   4;   2E7EC;       0;   34892;	
   2E7F6;2650;8000;     A07;   0; 2; 0; 2; 2; C; 4;   8;   A;   2E7EC;       0;   34892;	
   2E800;2654;8000; 1000A01;5600; 2; 0; 2; 2; 4; 4;   8;   0;   2E7F6;       0;   34892;	
   2E800;2654;8000; 1000A01;5600; 2; 0; 2; 2; 4; 4;   8;   2;   2E7F6;       0;   34892;	
   2E800;2654;8000; 1000A01;5600; 2; 0; 2; 2; 4; 4;   8;   4;   2E7F6;       0;   34892;	
   2E800;2654;8000; 1000A01;5600; 2; 0; 2; 2; 4; 4;   8;   6;   2E7F6;       0;   34892;	
   2E800;2654;8000; 1000A01;5600; 2; 0; 2; 2; 4; 4;   8;   A;   2E7F6;       0;   34892;	
   2E800;2654;8000; 1000A01;5600; 2; 0; 2; 2; 4; 4;  6C;   0;   2E7F6;       0;   4DA2A;	
   2E800;2654;8000; 1000A01;5600; 2; 0; 2; 2; 4; 4;  DC;   1;   2E7F6;       0;   57BA4;	
   2E800;2654;8000; 1000A01;5600; 2; 0; 2; 2; A; 4;   8;   0;   2E7F6;       0;   34892;	
   2E800;2654;8000; 1000A01;5600; 2; 0; 2; 2; A; 4;   8;   2;   2E7F6;       0;   34892;	
   2E800;2654;8000; 1000A01;5600; 2; 0; 2; 2; A; 4;   8;   A;   2E7F6;       0;   34892;	
   2E800;2654;8000; 1000A01;5600; 2; 0; 2; 2; C; 4;   8;   0;   2E7F6;       0;   34892;	
   2E800;2654;8000; 1000A01;5600; 2; 0; 2; 2; C; 4;   8;   4;   2E7F6;       0;   34892;	
   2E800;2654;8000; 1000A01;5600; 2; 0; 2; 2; C; 4;   8;   A;   2E7F6;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; 4; 6;   8;   0;   2E800;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; 4; 6;   8;   0;   2E80A;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; 4; 6;   8;   2;   2E800;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; 4; 6;   8;   2;   2E80A;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; 4; 6;   8;   4;   2E800;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; 4; 6;   8;   4;   2E80A;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; 4; 6;   8;   6;   2E800;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; 4; 6;   8;   6;   2E80A;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; 4; 6;   8;   A;   2E800;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; 4; 6;  6C;   0;   2E800;       0;   4DA2A;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; 4; 6;  DC;   1;   2E800;       0;   57BA4;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; A; 6;   8;   0;   2E800;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; A; 6;   8;   0;   2E80A;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; A; 6;   8;   2;   2E800;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; A; 6;   8;   2;   2E80A;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; A; 6;   8;   A;   2E800;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; A; 6;   8;   A;   2E80A;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; C; 6;   8;   0;   2E800;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; C; 6;   8;   0;   2E80A;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; C; 6;   8;   4;   2E800;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; C; 6;   8;   4;   2E80A;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; C; 6;   8;   A;   2E800;       0;   34892;	
   2E80A;2650;8000;     A87;   0; 2; 0; 2; 2; C; 6;   8;   A;   2E80A;       0;   34892;	
   2E816;2648;8000;     A18;5600; 2; 0; 2; 2; 6; 0;   8;   0;   348CC;       0;   34892;	
   2E816;2648;8000;     A18;5600; 2; 0; 2; 2; 6; 0;   8;   0;   34950;       0;   34892;	
   2E816;2648;8000;     A18;5600; 2; 0; 2; 2; 6; 0;   8;   2;   348CC;       0;   34892;	
   2E816;2648;8000;     A18;5600; 2; 0; 2; 2; 6; 0;   8;   4;   348CC;       0;   34892;	
   2E816;2648;8000;     A18;5600; 2; 0; 2; 2; 6; 0;   8;   4;   34984;       0;   34892;	
   2E816;2648;8000;     A18;5600; 2; 0; 2; 2; 6; 0;   8;   4;   34AF0;       0;   34892;	
   2E816;2648;8000;     A18;5600; 2; 0; 2; 2; 6; 0;   8;   6;   348CC;       0;   34892;	
   2E816;2648;8000;     A18;5600; 2; 0; 2; 2; 6; 0;   8;   6;   349EE;       0;   34892;	
   2E816;2648;8000;     A18;5600; 2; 0; 2; 2; 6; 0;   8;   A;   348E0;       0;   34892;	
   2E820;264C;8000; 1000A01;5600; 2; 0; 2; 2; 6; 2;   8;   0;   2E816;       0;   34892;	
   2E820;264C;8000; 1000A01;5600; 2; 0; 2; 2; 6; 2;   8;   2;   2E816;       0;   34892;	
   2E820;264C;8000; 1000A01;5600; 2; 0; 2; 2; 6; 2;   8;   4;   2E816;       0;   34892;	
   2E820;264C;8000; 1000A01;5600; 2; 0; 2; 2; 6; 2;   8;   6;   2E816;       0;   34892;	
   2E820;264C;8000; 1000A01;5600; 2; 0; 2; 2; 6; 2;   8;   A;   2E816;       0;   34892;	
   2E82A;2650;8000;     A07;   0; 2; 0; 2; 2; 6; 4;   8;   0;   2E820;       0;   34892;	
   2E82A;2650;8000;     A07;   0; 2; 0; 2; 2; 6; 4;   8;   2;   2E820;       0;   34892;	
   2E82A;2650;8000;     A07;   0; 2; 0; 2; 2; 6; 4;   8;   4;   2E820;       0;   34892;	
   2E82A;2650;8000;     A07;   0; 2; 0; 2; 2; 6; 4;   8;   6;   2E820;       0;   34892;	
   2E82A;2650;8000;     A07;   0; 2; 0; 2; 2; 6; 4;   8;   A;   2E820;       0;   34892;	
   2E834;2654;8000; 1000A01;5600; 2; 0; 2; 2; 6; 4;   8;   0;   2E82A;       0;   34892;	
   2E834;2654;8000; 1000A01;5600; 2; 0; 2; 2; 6; 4;   8;   2;   2E82A;       0;   34892;	
   2E834;2654;8000; 1000A01;5600; 2; 0; 2; 2; 6; 4;   8;   4;   2E82A;       0;   34892;	
   2E834;2654;8000; 1000A01;5600; 2; 0; 2; 2; 6; 4;   8;   6;   2E82A;       0;   34892;	
   2E834;2654;8000; 1000A01;5600; 2; 0; 2; 2; 6; 4;   8;   A;   2E82A;       0;   34892;	
   2E83E;2650;8000;     A87;   0; 2; 0; 2; 2; 6; 6;   8;   0;   2E834;       0;   34892;	
   2E83E;2650;8000;     A87;   0; 2; 0; 2; 2; 6; 6;   8;   0;   2E83E;       0;   34892;	
   2E83E;2650;8000;     A87;   0; 2; 0; 2; 2; 6; 6;   8;   2;   2E834;       0;   34892;	
   2E83E;2650;8000;     A87;   0; 2; 0; 2; 2; 6; 6;   8;   2;   2E83E;       0;   34892;	
   2E83E;2650;8000;     A87;   0; 2; 0; 2; 2; 6; 6;   8;   4;   2E834;       0;   34892;	
   2E83E;2650;8000;     A87;   0; 2; 0; 2; 2; 6; 6;   8;   4;   2E83E;       0;   34892;	
   2E83E;2650;8000;     A87;   0; 2; 0; 2; 2; 6; 6;   8;   6;   2E834;       0;   34892;	
   2E83E;2650;8000;     A87;   0; 2; 0; 2; 2; 6; 6;   8;   A;   2E834;       0;   34892;	
   2E83E;2650;8000;     A87;   0; 2; 0; 2; 2; 6; 6;   8;   A;   2E83E;       0;   34892;	
   2E84A;2674;8000;     899;   0; 1; 0; 2; 2;1A; 0;   8;   0;   2E84A;       0;   34892;	
   2E84A;2674;8000;     899;   0; 1; 0; 2; 2;1A; 0;   8;   0;   2E894;       0;   34892;	
   2E84A;2674;8000;     899;   0; 1; 0; 2; 2;1A; 0;   8;   0;   2E91C;       0;   34892;	
   2E84A;2674;8000;     899;   0; 2; 0; 2; 2;1A; 0;   8;   0;   2E80A;       0;   34892;	
   2E84A;2674;8000;     899;   0; 2; 0; 2; 2;1A; 0;   8;   0;   2E83E;       0;   34892;	
   2E84A;2674;8000;     899;   0; 2; 0; 2; 2;1A; 0;   8;   0;   2E84A;       0;   34892;	
   2E84A;2674;8000;     899;   0; 2; 0; 2; 2;1A; 0;   8;   0;   2E894;       0;   34892;	
   2E84A;2674;8000;     899;   0; 2; 0; 2; 2;1A; 0;   8;   2;   2E80A;       0;   34892;	
   2E84A;2674;8000;     899;   0; 2; 0; 2; 2;1A; 0;   8;   2;   2E83E;       0;   34892;	
   2E84A;2674;8000;     899;   0; 2; 0; 2; 2;1A; 0;   8;   2;   2E84A;       0;   34892;	
   2E84A;2674;8000;     899;   0; 2; 0; 2; 2;1A; 0;   8;   2;   2E894;       0;   34892;	
   2E84A;2674;8000;     899;   0; 2; 0; 2; 2;1A; 0;   8;   4;   2E80A;       0;   34892;	
   2E84A;2674;8000;     899;   0; 2; 0; 2; 2;1A; 0;   8;   4;   2E83E;       0;   34892;	
   2E84A;2674;8000;     899;   0; 2; 0; 2; 2;1A; 0;   8;   4;   2E84A;       0;   34892;	
   2E84A;2674;8000;     899;   0; 2; 0; 2; 2;1A; 0;   8;   6;   2E80A;       0;   34892;	
   2E84A;2674;8000;     899;   0; 2; 0; 2; 2;1A; 0;   8;   6;   2E84A;       0;   34892;	
   2E84A;2674;8000;     899;   0; 2; 0; 2; 2;1A; 0;   8;   A;   2E80A;       0;   34892;	
   2E84A;2674;8000;     899;   0; 2; 0; 2; 2;1A; 0;   8;   A;   2E83E;       0;   34892;	
   2E84A;2674;8000;     899;   0; 2; 0; 2; 2;1A; 0;   8;   A;   2E84A;       0;   34892;	
   2E856;2668;8000;       A;6700; 1; 0; 2; 2;1A; 2;   8;   2;   2E856;       0;   34892;	
   2E856;2668;8000;       A;6700; 1; 0; 2; 2;1A; 2;   8;   A;   2E856;       0;   34892;	
   2E856;2668;8000;       A;6700; 2; 0; 2; 2;1A; 2;   8;   0;   2E84A;       0;   34892;	
   2E856;2668;8000;       A;6700; 2; 0; 2; 2;1A; 2;   8;   2;   2E84A;       0;   34892;	
   2E856;2668;8000;       A;6700; 2; 0; 2; 2;1A; 2;   8;   A;   2E84A;       0;   34892;	
   2E860;266C;8000;       A;6800; 1; 0; 2; 2;1A; 2;   8;   2;   2E856;       0;   34892;	
   2E860;266C;8000;       A;6800; 1; 0; 2; 2;1A; 2;   8;   A;   2E856;       0;   34892;	
   2E86A;2670;8000;       A;6900; 1; 0; 2; 2;1A; 2;   8;   2;   2E860;       0;   34892;	
   2E86A;2670;8000;       A;6900; 1; 0; 2; 2;1A; 2;   8;   A;   2E860;       0;   34892;	
   2E874;266C;8000;      8A;6800; 1; 0; 2; 2;1A; 2;   8;   2;   2E86A;       0;   34892;	
   2E874;266C;8000;      8A;6800; 1; 0; 2; 2;1A; 2;   8;   A;   2E86A;       0;   34892;	
   2E880;265C;8000;     801;   0; 1; 0; 2; 2;1C; 0;   8;   0;   2E8A0;       0;   34892;	
   2E880;265C;8000;     801;   0; 2; 0; 2; 2;1C; 0;   8;   0;   2E7EC;       0;   34892;	
   2E880;265C;8000;     801;   0; 2; 0; 2; 2;1C; 0;   8;   2;   2E7EC;       0;   34892;	
   2E880;265C;8000;     801;   0; 2; 0; 2; 2;1C; 0;   8;   2;   2E816;       0;   34892;	
   2E880;265C;8000;     801;   0; 2; 0; 2; 2;1C; 0;  DC;   4;   2E7EC;       0;   57BA4;	
   2E88A;2660;8000;     805;   0; 1; 0; 2; 2;1C; 2;   8;   0;   2E880;       0;   34892;	
   2E88A;2660;8000;     805;   0; 2; 0; 2; 2;1C; 2;   8;   0;   2E880;       0;   34892;	
   2E88A;2660;8000;     805;   0; 2; 0; 2; 2;1C; 2;   8;   2;   2E880;       0;   34892;	
   2E88A;2660;8000;     805;   0; 2; 0; 2; 2;1C; 2;  DC;   4;   2E880;       0;   57BA4;	
   2E894;2664;8000;     8C6;   0; 1; 0; 2; 2;1C; 2;   8;   0;   2E88A;       0;   34892;	
   2E894;2664;8000;     8C6;   0; 2; 0; 2; 2;1C; 2;   8;   0;   2E88A;       0;   34892;	
   2E894;2664;8000;     8C6;   0; 2; 0; 2; 2;1C; 2;   8;   2;   2E88A;       0;   34892;	
   2E894;2664;8000;     8C6;   0; 2; 0; 2; 2;1C; 2;  DC;   4;   2E88A;       0;   57BA4;	
   2E8A0;31C4;8000;     A07;5500; 1; 0; 2; 2; 8; 0;   8;   0;   30B90;       0;   34892;	
   2E8AA;264C;8000; 1000A01;5600; 1; 0; 2; 2; 8; 2;   8;   0;   2E8A0;       0;   34892;	
   2E8B4;2650;8000;     A02;5700; 1; 0; 2; 2; 8; 4;   8;   0;   2E8AA;       0;   34892;	
   2E8BE;2654;8000; 1000A01;   0; 1; 0; 2; 2; 8; 4;   8;   0;   2E8B4;       0;   34892;	
   2E8C8;2650;8000;     A87;   0; 1; 0; 2; 2; 8; 6;   8;   0;   2E8BE;       0;   34892;	
   2E8C8;2650;8000;     A87;   0; 1; 0; 2; 2; 8; 6;   8;   0;   2E8C8;       0;   34892;	
   2E8D4;264C;8000; 1000A01;5800; 1; 0; 2; 2; 8; 0;   8;   0;   30B9A;       0;   34892;	
   2E8D4;264C;8000; 1000A01;5800; 1; 0; 2; 2; 8; 0;   8;   2;   30B9A;       0;   34892;	
   2E8DE;2650;8000;     A02;5900; 1; 0; 2; 2; 8; 4;   8;   0;   2E8D4;       0;   34892;	
   2E8DE;2650;8000;     A02;5900; 1; 0; 2; 2; 8; 4;   8;   2;   2E8D4;       0;   34892;	
   2E8E8;2654;8000; 1000A01;5A00; 1; 0; 2; 2; 8; 4;   8;   0;   2E8DE;       0;   34892;	
   2E8E8;2654;8000; 1000A01;5A00; 1; 0; 2; 2; 8; 4;   8;   2;   2E8DE;       0;   34892;	
   2E8F2;2650;8000;     AD0;   0; 1; 0; 2; 2; 8; 6;   8;   0;   2E8E8;       0;   34892;	
   2E8F2;2650;8000;     AD0;   0; 1; 0; 2; 2; 8; 6;   8;   2;   2E8E8;       0;   34892;	
   2E8FE;31C4;8000; 1000A01;5B00; 1; 0; 2; 2; 8; 0;   8;   0;   30B90;       0;   34892;	
   2E908;2650;8000;     A02;5C00; 1; 0; 2; 2; 8; 4;   8;   0;   2E8FE;       0;   34892;	
   2E912;2654;8000; 1000A01;5D00; 1; 0; 2; 2; 8; 4;   8;   0;   2E908;       0;   34892;	
   2E91C;2650;8000;     AD0;   0; 1; 0; 2; 2; 8; 6;   8;   0;   2E912;       0;   34892;	
   2E940;26F4;8000;     88A;   0; 2; 1; 2; 2; 0; 0;   8; 200;   34BB4;       0;   34B90;	
   2E940;26F4;8000;     88A;   0; 2; 1; 2; 2; 0; 0;   8; 200;   34BCA;       0;   34B90;	
   2E940;26F4;8000;     88A;   0; 2; 1; 2; 2; 0; 0;   8; 200;   34BD4;       0;   34B90;	
   2E940;26F4;8000;     88A;   0; 2; 1; 2; 2; 0; 0;   8; 200;   34BDE;       0;   34B90;	
   2E940;26F4;8000;     88A;   0; 2; 1; 2; 2; 0; 0;   8; 200;   34BF2;       0;   34B90;	
   2E940;26F4;8000;     88A;   0; 2; 1; 2; 2; 0; 0;   8; 200;   34C64;       0;   34B90;	
   2E940;26F4;8000;     88A;   0; 2; 1; 2; 2; 0; 0;   8; 200;   34CEC;       0;   34B90;	
   2E940;26F4;8000;     88A;   0; 2; 1; 2; 2; 0; 0;   8; 202;   2E9CC;       0;   34B90;	
   2E940;26F4;8000;     88A;   0; 2; 1; 2; 2; 0; 0;   8; 202;   34BCA;       0;   34B90;	
   2E940;26F4;8000;     88A;   0; 2; 1; 2; 2; 0; 0;   8; 202;   34BD4;       0;   34B90;	
   2E940;26F4;8000;     88A;   0; 2; 1; 2; 2; 0; 0;   8; 202;   34BDE;       0;   34B90;	
   2E940;26F4;8000;     88A;   0; 2; 1; 2; 2; 0; 0;   8; 202;   34BE8;       0;   34B90;	
   2E940;26F4;8000;     88A;   0; 2; 1; 2; 2; 0; 0;   8; 204;   34C64;       0;   34B90;	
   2E940;26F4;8000;     88A;   0; 2; 1; 2; 2; 0; 0;   8; 204;   34DBA;       0;   34B90;	
   2E940;26F4;8000;     88A;   0; 2; 1; 2; 2; 0; 0;   8; 206;   34BCA;       0;   34B90;	
